Tidsmerke	How many years of professional software development experience do you have?	What is your primary role today?	Which AI coding tools do you currently use? (e.g. Cursor, Claude Code, GitHub Copilot, ChatGPT, Gemini, Grok, Windsurf …)	Which AI models do you primarily use? (e.g. GPT-5.x thinking/instant, Claude Opus 4.6, Claude Sonnet 4.6, Gemini 3.x, DeepSeek, Qwen, Kimi …)	Where and how do you primarily use AI tools? (select all that apply)	Do you use AI agents that can execute multiple steps autonomously (e.g. Cursor agent mode, Claude Code, Devin)?	How long have you been using AI coding tools?	Briefly describe what the task involved.	Which prompting techniques or context strategies did you use?	How much did you need to modify or correct the code AI generated for this task?	What did AI do well on in this task?	What did AI do poorly on in this task?	How suitable was AI for this type of task?	Did you experience AI generating code with bugs, security issues, or unexpected behaviour? Please describe if so.	How did you validate AI-generated code before accepting it on this task?	Which types of tasks do you prefer to do without AI assistance? Why?	Which types of tasks do you prefer to do with AI assistance? Why?	How do you approach using AI when working in a domain, codebase, or library that is less well-known or specific to your organisation? What challenges, if any, have you encountered?	How do you validate AI-generated code before accepting it?	Do you trust AI for security-critical parts of the code?	When using AI tools that can act autonomously on your codebase (e.g. Claude Code, Cursor agent, Cline), how much freedom do you allow the AI to operate without your explicit approval?	If you use autonomous AI agent. Which of the following has an autonomous AI agent done in your environment without you explicitly intending it? (select all that have happened to you)	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Scaffolding / boilerplate code]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Integrating with existing or legacy code]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Writing unit tests]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [High-level architecture / system design]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Setting up GitHub Actions / CI pipelines]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Repetitive / tedious tasks]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Business logic / domain-specific knowledge]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [General debugging (not just simple fixes)]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Writing / updating documentation]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Performance optimisation]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Brainstorming / conceptualisation]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Security-critical code]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Explaining or analysing code and error messages]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Infrastructure as code (Terraform, Ansible, etc.)]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Simple debugging / simple fixes]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Using unknown or private dependencies]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Code review]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Writing helper functions / utilities]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Troubleshooting in production environments]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Complex logic / heavily logical tasks]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Prototyping / small projects]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Kubernetes configuration]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Refactoring (simple)]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Vague or open-ended tasks without a clear plan]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Writing implementation plans / feature plans]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Writing Dockerfiles]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Choosing technologies / frameworks / libraries]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Refactoring (complex) / architectural improvements]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Database design and administration]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Tasks you know very well yourself]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Monitoring / logging setup]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Version control / git operations]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Generating new code from scratch]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Handling many files simultaneously in the same task]	Based on your own experience, rate whether AI is suitable, unsuitable, or whether you have mixed / uncertain experience for each task type. Only answer rows where you have relevant experience. [Tasks requiring consistency across a long or multi-session conversation]	How has your use of AI tools changed over time — for example, have you become more cautious, more reliant, or shifted which tools or workflows you use?	Overall — how much positive impact have AI tools had on your productivity as a developer?	Is there anything you would like to add about your experience with AI tools that was not covered in the questions above?
30.03.2026 kl. 13.47.33	Under 2 years	Devops / Platform	Openclaw/Cursor/claude code	Claude Opus 4.6/Sonnet/Gemini/Codex	Terminal / CLI (e.g. Claude Code, Aider, Warp), Telegram interface	Yes - regularly	Under 6 months	Creating a Golf Swing analyser , working prototype up and running	Detailed instructions, Step-by-step breakdown, Screenshots, User rules / CLAUDE.md / system prompt	1	Pretty much everything is good when given a tight brief and recording everything with MD's	Occasionally gets stuck in a loop,- in that case it is important to get a second opinion from another model 	10	Yes some bugs, but the tighter the documentation control and updating the better it gets.	Run tests, Manual testing / try it in practice, Check it with another AI model	User testing, and gut feel problem solving is very important. Sometimes AI can infer something is done when it does not 100% mean that. 	Code production. Just getting stronger and stronger day by day.		Run tests, Manual testing / try it in practice, Depends on the criticality of the task, Zip up the code and ask 1 or 2  other models for an evaluation	Partially — I use AI but always check extra carefully	Full autonomy — I let it read, write, and execute without reviewing each step	Modified or deleted files I did not expect it to touch, Made git commits or pushed code to a branch	Mixed	Suitable	Suitable	Suitable	Suitable	Suitable	Suitable	Suitable	Suitable	Suitable	Suitable	Mixed	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Suitable	Suitable	Suitable	Mixed	Suitable	Unsuitable	Mixed	Mixed	Mixed	Mixed	Suitable	Mixed	Suitable	Suitable	Suitable	Mixed	Mixed	Shifted from Cursor to Opneclaw , this week will be looking at Claude's agentiic tools closer	10	The pace of change and improvement of tools is quite breathtaking . Learning how to  deal with how with keeping up and when to jump models is going to be a key skill for developers in the future. Developers need also to transorm more  into product manager and max out their creative marketing skills in the future. 
02.04.2026 kl. 13.37.44	Over 10 years	Fullstack	claude, codex, cursor	opus, gpt codex	IDE / editor with inline suggestions (e.g. Cursor, GitHub Copilot, Windsurf), Terminal / CLI (e.g. Claude Code, Aider, Warp), Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini), Mobile app (e.g. ChatGPT app, Claude app)	Yes - regularly	Over 2 years	Building a card game	Detailed instructions, Step-by-step breakdown, File references / codebase context, User rules / CLAUDE.md / system prompt	4	good at following the plan 	bugs in edge cases	8	some logic errors, but caight in tests	Read all generated code carefully, Run tests, Depends on the criticality of the task	critical stuff	the easy stuff, i can approve fast. not complex things or something that requires much logic to it	hallucinations	Read all generated code carefully, Run tests, Manual testing / try it in practice, Depends on the criticality of the task	Partially — I use AI but always check extra carefully	Moderate autonomy — I review after each significant change before continuing	Modified or deleted files I did not expect it to touch, Installed packages or changed dependencies	Suitable	Unsuitable	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Suitable	Unsuitable	Suitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Unsuitable	Suitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Unsuitable	Mixed	Suitable	Mixed	Mixed	Suitable	Mixed	Unsuitable	Better at writing plans in the beginning	9	Learn to code first, then use ai
03.04.2026 kl. 20.37.27	6-10 years	Devops / Platform	gemini	gemini 3.x	IDE / editor with inline suggestions (e.g. Cursor, GitHub Copilot, Windsurf), Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini)	yes - occasionally	Over 2 years	rest api	Detailed instructions, File references / codebase context, User rules / CLAUDE.md / system prompt	3	produced working api quickly	refactored things i did not want it to touch	8	nothing major	Read all generated code carefully, Run tests	Code i  assume the ai has not trained on. Because it will hallucinate with confidence, making tasks take more time than needed. Then i will spend more time beeing chased down the rabbit hole, rather than reading the documentation and implementing it correct on my own.	The tasks AI has actually trained on. Because it is quick and effective.	Then i do not use AI	Read all generated code carefully, Run tests, Manual testing / try it in practice	Partially — I use AI but always check extra carefully	Moderate autonomy — I review after each significant change before continuing	Modified or deleted files I did not expect it to touch, Installed packages or changed dependencies	Suitable	Unsuitable	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Mixed	Unsuitable	Suitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Unsuitable	Suitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Unsuitable	Mixed	Suitable	Mixed	Suitable	Suitable	Mixed	Unsuitable	only prompting before, but now i also add context.  	7	it boost some parts of the code. 
04.04.2026 kl. 10.01.19	2-5 years	Frontend	chatgpt, copilot	gpt 5	Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini)	No	Over 2 years	some scripts for extracting data 	Detailed instructions, Step-by-step breakdown, File references / codebase context, Screenshots	9	i took some few lines it generated, altough they might be overkill. 	it did not follow the buisness logic, so i could not use it	2	gave me wrong code 	Read all generated code carefully, Manual testing / try it in practice	reading about things i can implement	I used it to translate a old plc language. it was nice	i am carefull	Read all generated code carefully, Run tests, Manual testing / try it in practice	No — I avoid AI for security-critical parts	I do not use autonomous / agentic AI tools		Suitable	Mixed	Suitable	Unsuitable	Suitable	Suitable	Mixed	Mixed	Suitable	Mixed	Suitable	Unsuitable	Suitable	Mixed	Suitable	Mixed	Mixed	Suitable	Unsuitable	Mixed	Suitable		Suitable	Unsuitable	Mixed	Suitable	Mixed	Unsuitable	Mixed	Suitable		Suitable	Suitable	Mixed	Unsuitable		9	
04.04.2026 kl. 22.52.20	2-5 years	Fullstack	gemini	gemini 3	IDE / editor with inline suggestions (e.g. Cursor, GitHub Copilot, Windsurf), Terminal / CLI (e.g. Claude Code, Aider, Warp), Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini), Mobile app (e.g. ChatGPT app, Claude app)	Yes - regularly	Over 2 years	Setting up a CI/CD pipeline 	Detailed instructions, Concrete examples, File references / codebase context	4	overall good job	assumed wrong configs.	7	hardcoded a AWS account ID instead of using secret. 	Read all generated code carefully, Manual testing / try it in practice	Deep debugging, where i truly have to understand the the system.	css. i dont bother about styling, but it should to be nice to look at. 		Read all generated code carefully, Run tests, Manual testing / try it in practice, Depends on the criticality of the task	Partially — I use AI but always check extra carefully	High autonomy — I review occasionally but generally let it run	Modified or deleted files I did not expect it to touch, Installed packages or changed dependencies, Accessed or modified environment variables or secrets	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Mixed	Mixed	Suitable	Mixed	Suitable	Unsuitable	Suitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Mixed	Mixed	Suitable	Mixed	Suitable	Unsuitable	Suitable	Suitable	Mixed	Mixed	Mixed	Suitable	Suitable	Suitable	Suitable	Mixed	Unsuitable	I try to integrate more into agent mode, rather than only prompting. 	8	ai replaces typing, not thinking 
05.04.2026 kl. 14.24.37	6-10 years	Backend	Ollama	llama 3.3	Terminal / CLI (e.g. Claude Code, Aider, Warp)	No	1-2 years	Used llama for calls when querying data that was noisy	Used llama for calls when querying data that was noisy	1	it worked well on fixing the noise, as long as the fixing was short/medium length	could be confued sometimes if the querie retrived was long. 	10		did not generate code. used it to fix the query. 	Complex architecture decisions and deep debugging sessions. Also anything where I need to truly learn. If I let AI do everything I stop growing as a dev. But honestly those moments are getting rarer.	basicly anything ialready know, but it dont bother to type it.		Read all generated code carefully, Run tests, Manual testing / try it in practice, Ask a colleague for code review, Depends on the criticality of the task	Partially — I use AI but always check extra carefully	Low autonomy — I approve every individual file change or command	None of the above — I have not experienced unintended autonomous actions	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Mixed	Mixed	Suitable	Mixed	Suitable	Unsuitable	Suitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Mixed	Suitable	Unsuitable	Suitable	Unsuitable	Suitable	Suitable	Mixed	Mixed	Mixed	Suitable	Mixed	Suitable	Suitable	Mixed	Unsuitable	started with chatgpt. now llama, its free and full privacy	8	
08.04.2026 kl. 10.11.41	Under 2 years	Cyber Security	Claude Code, ChatGPT, 	Opus 4.6	Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini), Mobile app (e.g. ChatGPT app, Claude app)	yes - occasionally	1-2 years	Creating a web application to hack	Detailed instructions, Concrete examples, Step-by-step breakdown, Screenshots	7	Giving me the low level code, making me able to change what I want after.	Creating highly detail work with the custom changes I needed (introducing XSS, SQLInjection and so on)	5	Yes, It introduced a discount bugg that I keept since my goal was to make vulnerable code.	Read all generated code carefully, Manual testing / try it in practice	Detailed oriented code that needs to be handled with care.	General code that takes time.	You can not trust the output and it lies. Always validate the information given.	Read all generated code carefully, Manual testing / try it in practice	Partially — I use AI but always check extra carefully	Moderate autonomy — I review after each significant change before continuing	Modified or deleted files I did not expect it to touch, Installed packages or changed dependencies, Accessed or modified environment variables or secrets		Unsuitable		Mixed					Mixed		Mixed	Unsuitable					Suitable					Mixed				Mixed										More cautionse over time, and more review.	5	
10.04.2026 kl. 11.30.32	Over 10 years	Devops / Platform	Claude Code, GitHub Copilot, ChatGPT,	Claude Sonnet 4.6	IDE / editor with inline suggestions (e.g. Cursor, GitHub Copilot, Windsurf)	Yes - regularly	Over 2 years	Create network connections between replicas such that an existing inbound connection is reused for outbound connections if such a connection already exists. On top of this task, I wanted to add a benchmarking harness to evaluate the performance benefits. I described both as part of the task.	User rules / CLAUDE.md / system prompt, Based on a high-level plan document. Not detailed instructions.	5	Code appeared to work well, but more rigorous testing revealed issues. I have not yet figured out what the core issue is. Need more time to investigate.	It implemented everything in a single step. I would have preferred that the task was broken up into smaller pieces, without me telling it to do this.	8	Yeah, the code has a bug that I still don't understand. I've tried to fix it with AI, but this has not been successful either.	Read all generated code carefully, Run tests, Manual testing / try it in practice, Ran large benchmark harness to expose bugs.	Initial thinking; appears difficult to do with AI.	Planning and coding; AI is often successful on these tasks.	Have not experienced this, but I would try to give the AI access to resources to learn the domain.	Read all generated code carefully, Run tests, Manual testing / try it in practice, Depends on the criticality of the task, Have the AI build automated test harness	Partially — I use AI but always check extra carefully	Full autonomy — I let it read, write, and execute without reviewing each step	Modified or deleted files I did not expect it to touch, Made git commits or pushed code to a branch, Installed packages or changed dependencies	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Suitable	Mixed	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Suitable	Mixed	Suitable	Suitable	Mixed	Mixed	Suitable	Suitable	Suitable	Mixed	Mixed	Suitable	Mixed	Mixed	Suitable		Suitable	Suitable	Suitable	Suitable	Mixed	More reliant. Have started experimenting with new tools and new workflows. The jury is still out on the new workflows.	8	
20.04.2026 kl. 11.48.45	2-5 years	Fullstack	Github Copilot, ChatGPT, Claude	GPT-5.x, Claude Opus 4.6	IDE / editor with inline suggestions (e.g. Cursor, GitHub Copilot, Windsurf), Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini), Mobile app (e.g. ChatGPT app, Claude app)	I am not sure what this refers to	Over 2 years	I had to create a Generative AI project that identifies fake news on tiktok.	Detailed instructions, Concrete examples, Step-by-step breakdown, File references / codebase context, No particular technique	3	It did create a code in a structured manner that is readable.	Small details like reading the data that was provided to us.	10		Read all generated code carefully, Run tests, Manual testing / try it in practice, Ask a colleague for code review	Simple tasks. It allows me to use my knowledge/brain to do the tasks, instead of being dependent on the Ai.	Complex and Errors fixing. It saves up the time comparing doing manually.		Read all generated code carefully, Run tests, Manual testing / try it in practice, Ask a colleague for code review	Partially — I use AI but always check extra carefully	I do not use autonomous / agentic AI tools		Mixed	Mixed	Suitable	Suitable	Mixed	Suitable	Suitable	Mixed	Suitable	Mixed	Suitable	Mixed	Suitable	Mixed	Suitable		Mixed	Suitable	Suitable	Suitable	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Suitable	Suitable	Suitable	Mixed	Mixed	Mixed	Suitable	Mixed	Unsuitable	Although I became a bit cautious on how I use the Ai tools due to the security reasons, It has allowed me to produce more in shorter time.	10	
23.04.2026 kl. 12.23.30	6-10 years	Devops / Platform	Copilot, Claude Code	GPT thinkingn, and Opus/sonnet	IDE / editor with inline suggestions (e.g. Cursor, GitHub Copilot, Windsurf), Terminal / CLI (e.g. Claude Code, Aider, Warp), Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini)	Yes - regularly	Over 2 years	I tried building a game similar to tetris. 	Detailed instructions, Concrete examples, File references / codebase context, User rules / CLAUDE.md / system prompt	7	It did welll	the block would only rotate one way, even tho i said it should rotate both	8	Ask it to fix 7-9 lines of code, and it rewrites 1000 lines of code. Most of them are exactly the same even tho it rewrote them.	Manual testing / try it in practice, Trust AI without further checking	Working in a domain like oil and gass. The AI do not know the domain.	styling, css, html, scripts. Things that are syntax heavy, short and easy to describe to a AI. It is not woth the time or effort to learn this when I can just explain it. 	The effort in learing, propperly understanding the domain and the tech is more valuable than using AI and get technical debt. 	Read all generated code carefully, Manual testing / try it in practice, Depends on the criticality of the task	Partially — I use AI but always check extra carefully	High autonomy — I review occasionally but generally let it run	Modified or deleted files I did not expect it to touch, Installed packages or changed dependencies, Accessed or modified environment variables or secrets	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Suitable	Mixed	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Suitable	Mixed	Suitable	Suitable	Unsuitable	Mixed	Suitable	Suitable	Suitable	Mixed	Mixed	Suitable	Mixed	Mixed	Suitable	Suitable	Suitable	Suitable	Suitable	Mixed	Unsuitable	More automonous, from web browser to OpenClaw.	9	
24.04.2026 kl. 11.03.45	Under 2 years	Devops / Platform	chatgpt	copilot	Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini)	No	Over 2 years	Tried to implement a distributed system using protocols for coordination and consensus (Paxos).	Detailed instructions, Concrete examples, Step-by-step breakdown, File references / codebase context, Screenshots, No particular technique	9	Made code that looked good and passed the FIRST tests. Also gave me somewhat good boilerplate. 	I gained allot of techincal dept and spent weeks to debug. the first tests passed, but LATER tests failed , because the AI did not understand the logic properrly, even tho i added all necesarry context.	2	I retried and retried with the ai to pass the final tests, and it went in circles. at one time it tried to alter the tests (i told it strictly to not do so!)... To get the tests to pass AI used a fixed seed value so that the random number generator produce the same sequence of "random" numbers.	Read all generated code carefully, Run tests, Manual testing / try it in practice, Ask a colleague for code review, Trust AI without further checking, Depends on the criticality of the task	I need to fully understand the logic, and not blindly trust AI. Got burned trusting AI.	Giving me a "start code". Save time. 	I have experienced hallucinations. 	Read all generated code carefully, Manual testing / try it in practice, Depends on the criticality of the task	Not relevant to my role	I do not use autonomous / agentic AI tools		Suitable	Mixed	Suitable	Mixed		Suitable		Mixed	Suitable	Mixed	Suitable	Suitable	Suitable		Suitable	Unsuitable	Suitable	Suitable	Mixed	Mixed	Suitable		Suitable	Mixed	Suitable	Suitable	Suitable	Unsuitable			Mixed	Suitable	Suitable	Mixed			7	
30.04.2026 kl. 12.59.10	Over 10 years	Manager	Experimented a bit with Cursor	Gemini, GPT-5	Browser / web-chat (e.g. ChatGPT, Claude.ai, Gemini)	No	Under 6 months	Mostly for examples and to accumulate experience on how it is used to accellerate development	Detailed instructions, Concrete examples	3	The examples were good from a quality perspective	Some specific domain understanding required some modification to code	7	No, but the examples were maybe too simplistic	Read all generated code carefully, Manual testing / try it in practice, Depends on the criticality of the task	Specific formulas or business logic, sense checking, validation, exception handling actions, unit testing	Generating "mass of code" that normally takes hours to complete, and spend time on QA instead	None so far, haven't tested this advanced yet	Read all generated code carefully, Run tests, Manual testing / try it in practice, Depends on the criticality of the task	Partially — I use AI but always check extra carefully	I do not use autonomous / agentic AI tools	None of the above — I have not experienced unintended autonomous actions	Suitable	Suitable	Suitable	Mixed	Mixed	Suitable	Unsuitable	Mixed	Mixed	Suitable	Unsuitable	Mixed	Suitable	Mixed	Suitable	Mixed	Suitable	Suitable	Mixed	Mixed	Suitable	Mixed	Suitable	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Suitable	Mixed	Mixed	Suitable	Suitable	Mixed	Cautiousness, human in the loop is critical in complex logic. Care should be taken when updating codebase and libraries. Security concerns should always be on the top of the developer's mind. Isolating tasks that save time is the highest value	7	Human development with AI as helper is a highly critical competency going forward
